feature	logFC	AveExpr	t	P.Value	adj.P.Val	B
ILMN_1807633	-0.393667839025338	4.9943198115342	-4.31047081981424	3.56940758977491e-05	0.0216488028936347	2.0713830171522
ILMN_2250521	0.712135940179247	3.51578972525788	4.30625138474187	3.62807383298716e-05	0.0216488028936347	2.05705314875138
ILMN_1747185	-0.338394914963708	2.8893708671727	-4.30620845106504	3.6286755176149e-05	0.0216488028936347	2.05690738865169
ILMN_1737631	-0.416638035040255	7.02138421184693	-4.30202853798442	3.68771605124232e-05	0.0216488028936347	2.04272133115463
ILMN_1728785	-0.352405907296174	5.71892065261982	-4.29638887562746	3.76884199455934e-05	0.0216488028936347	2.0235960716193
ILMN_1749342	0.347880517108091	3.18044098597404	4.29607945464074	3.77334232203343e-05	0.0216488028936347	2.02254725981628
ILMN_2302358	-0.364618857746918	3.24042414215772	-4.28057229090069	4.00562735747719e-05	0.022622406380627	1.97005082053872
ILMN_1675956	0.315647638963824	3.73388395502469	4.25352576642925	4.4440589255899e-05	0.0247123861331457	1.87880365011528
ILMN_1885233	-0.29327894103381	7.70259244878947	-4.24701295790069	4.55633078883669e-05	0.0248489927611883	1.85689109548866
ILMN_3207086	-0.294647331264762	3.183417218082	-4.24417389010451	4.60612122008471e-05	0.0248489927611883	1.84734624475923
ILMN_2325185	-0.458105511481863	3.44483551319329	-4.23329745075938	4.80175126818597e-05	0.0252221356303386	1.81082101897293
ILMN_1908840	-0.324923100032229	4.27836442934645	-4.22976565346523	4.86697601428367e-05	0.0252221356303386	1.79897455375726
ILMN_3237309	0.388684954302925	3.28639951440137	4.22353896205194	4.98404875328849e-05	0.0252221356303386	1.77810554329037
ILMN_1797596	-0.34429108403387	5.49952589932953	-4.22280691629233	4.99798894249628e-05	0.0252221356303386	1.7756534677874
ILMN_1705759	0.317472720557488	4.17713238260742	4.20701582464905	5.30797591535473e-05	0.0257428505001909	1.72283144228347
ILMN_2140510	0.341253470490209	3.47870102420912	4.20657058018818	5.31697854404533e-05	0.0257428505001909	1.72134407789761
ILMN_3201026	0.326904283039398	2.74707937950331	4.20535758607723	5.34157916036607e-05	0.0257428505001909	1.71729255997053
ILMN_1661806	-0.350855954118086	4.29506638812247	-4.20144318970437	5.42171445659679e-05	0.0257852459254857	1.70422366435877
ILMN_1698884	-0.348084997910864	4.07124859767283	-4.19032453456721	5.65568138926597e-05	0.0265486498461063	1.6671485242185
ILMN_3246174	0.316837240844617	2.87654484429996	4.18667742400615	5.73451605245531e-05	0.0265736003482047	1.65500222178171
ILMN_1744395	0.297402184760265	3.72341012222386	4.14819719285918	6.63321255895534e-05	0.0303490465751191	1.52730103380628
